city,longitude,latitude,state
Juneau,58.30194,-134.41972,AK
Kake,56.97583,-133.94722,AK
Ketchikan,55.3418,-131.64757,AK
Klawock,55.55222,-133.09583,AK
Metlakatla,55.12848,-131.57519,AK
Petersburg,56.8125,-132.95556,AK
Sitka,57.05315,-135.33088,AK
Skagway,59.45833,-135.31389,AK
Wrangell,56.47083,-132.37667,AK
Yakutat,59.54694,-139.72722,AK
Craig,55.47639,-133.14833,AK
Haines,59.23595,-135.44533,AK
Hoonah,58.11,-135.44361,AK
Butte,61.54222,-149.03333,AK
Chevak,61.52778,-165.58639,AK
Cohoe,60.36861,-151.30639,AK
College,64.85694,-147.80278,AK
Cordova,60.5432,-145.75867,AK
Delta Junction,64.03778,-145.73222,AK
Diamond Ridge,59.67611,-151.5575,AK
Dillingham,59.03972,-158.4575,AK
Dutch Harbor,53.8898,-166.5422,AK
Eagle River,61.32139,-149.56778,AK
Emmonak,62.77778,-164.52306,AK
Ester,64.84722,-148.01444,AK
Fairbanks,64.83778,-147.71639,AK
Fort Yukon,66.56472,-145.27389,AK
Fox River,59.85833,-150.95833,AK
Fritz Creek,59.73611,-151.29528,AK
Funny River,60.50194,-150.76222,AK
Gambell,63.77921,-171.73463,AK
Gateway,61.57278,-149.24083,AK
Girdwood,60.9425,-149.16639,AK
Happy Valley,59.94722,-151.73222,AK
Healy,63.85694,-148.96611,AK
Homer,59.6425,-151.5494,AK
Hooper Bay,61.53111,-166.09667,AK
Houston,61.63028,-149.81806,AK
Kalifornsky,60.41833,-151.29,AK
Kasigluk,60.89556,-162.51806,AK
Kasilof,60.3375,-151.27444,AK
Kenai,60.55444,-151.25833,AK
King Cove,55.06087,-162.31853,AK
Kipnuk,59.93889,-164.04139,AK
Kodiak,57.78852,-152.40533,AK
Kotlik,63.03417,-163.55333,AK
Kotzebue,66.89846,-162.59809,AK
Kwethluk,60.81037,-161.42497,AK
Lazy Mountain,61.62611,-148.94556,AK
Meadow Lakes,61.62472,-149.60111,AK
Mountain Village,62.08556,-163.72944,AK
Naknek,58.72833,-157.01389,AK
New Stuyahok,59.45278,-157.31194,AK
Nikiski,60.69028,-151.28889,AK
Ninilchik,60.05035,-151.66819,AK
Noatak,67.57111,-162.96528,AK
Nome,64.50111,-165.40639,AK
Noorvik,66.83833,-161.03278,AK
North Pole,64.75111,-147.34944,AK
Nunapitchuk,60.89694,-162.45944,AK
Palmer,61.59941,-149.11456,AK
Pilot Station,61.93889,-162.875,AK
Pleasant Valley,64.88139,-146.86861,AK
Point MacKenzie,61.35972,-149.97833,AK
Point Hope,68.34861,-166.73472,AK
Prudhoe Bay,70.25528,-148.33722,AK
Quinhagak,59.74889,-161.91583,AK
Ridgeway,60.53194,-151.08528,AK
St. Mary's,62.0534,-163.17787,AK
Salamatof,60.61538,-151.31944,AK
Sand Point,55.33655,-160.4988,AK
Savoonga,63.69417,-170.47889,AK
Scammon Bay,61.84278,-165.58167,AK
Selawik,66.60389,-160.00694,AK
Seward,60.10426,-149.4435,AK
Shishmaref,66.25621,-166.07229,AK
Soldotna,60.48778,-151.05833,AK
Stebbins,63.52009,-162.28871,AK
Sterling,60.53722,-150.76472,AK
Talkeetna,62.32389,-150.10944,AK
Tanaina,61.62694,-149.42806,AK
Togiak,59.06194,-160.37639,AK
Tok,63.33667,-142.98556,AK
Toksook Bay,60.53378,-165.10366,AK
Two Rivers,64.87222,-147.03833,AK
Unalakleet,63.87306,-160.78806,AK
Unalaska,53.87413,-166.53408,AK
Valdez,61.13083,-146.34833,AK
Wainwright,70.63694,-160.03833,AK
Wasilla,61.5809,-149.4415,AK
Willow,61.74722,-150.0375,AK
Womens Bay,57.68222,-152.66861,AK
Moose Creek,64.71,-147.14361,AK
Akiachak,60.90944,-161.43139,AK
Akutan,54.1335,-165.77686,AK
Alakanuk,62.68889,-164.61528,AK
Anchorage,61.21806,-149.90028,AK
Anchor Point,59.77667,-151.83139,AK
Aniak,61.57833,-159.52222,AK
Badger,64.8,-147.53333,AK
Barrow,71.29058,-156.78872,AK
Bear Creek,60.16417,-149.395,AK
Bethel,60.79222,-161.75583,AK
Big Delta,64.1525,-145.84222,AK
Big Lake,61.52139,-149.95444,AK
Deltana,63.87217,-145.21773,AK
Eielson Air Force Base,64.66327,-147.05442,AK
Farm Loop,61.63891,-149.14215,AK
Fishhook,61.74402,-149.23613,AK
Fort Greely,63.9412,-145.57398,AK
Knik River,61.46001,-148.91237,AK
Knik-Fairview,61.51262,-149.60012,AK
Kodiak Station,57.76587,-152.60004,AK
Lakes,61.60713,-149.30861,AK
Buffalo Soapstone,61.71623,-149.09999,AK
Salcha,64.52399,-146.9021,AK
Sutton-Alpine,61.77789,-148.7645,AK
Susitna North,62.16129,-149.85075,AK
Farmers Loop,64.90822,-147.69866,AK
South Van Horn,64.80953,-147.78793,AK
Elmendorf Air Force Base,61.25703,-149.63139,AK
Bay Minette,30.88296,-87.77305,AL
Bayou La Batre,30.40352,-88.24852,AL
Bear Creek,34.27482,-87.70058,AL
Brighton,33.43428,-86.94721,AL
Bellamy,32.44903,-88.13363,AL
Bellefontaine,30.49353,-88.10361,AL
Wilton,33.07873,-86.88166,AL
Berry,33.65983,-87.60001,AL
Bessemer,33.40178,-86.95444,AL
Birmingham,33.52066,-86.80249,AL
Blountsville,34.08149,-86.5911,AL
Blue Ridge,32.49264,-86.19052,AL
Boaz,34.20065,-86.16637,AL
Branchville,33.7,-86.4,AL
Brantley,31.58238,-86.25718,AL
Brantleyville,33.21595,-86.87499,AL
Brent,32.93735,-87.16472,AL
Brewton,31.10518,-87.07219,AL
Bridgeport,34.94758,-85.71442,AL
Brilliant,34.02538,-87.75836,AL
Brook Highland,33.43566,-86.67388,AL
Brookside,33.63788,-86.91666,AL
Brookwood,33.25567,-87.32083,AL
Brundidge,31.72016,-85.81606,AL
Butler,32.08959,-88.22197,AL
Bynum,33.61316,-85.96108,AL
Cahaba Heights,33.464,-86.73193,AL
Calera,33.1029,-86.7536,AL
Camden,31.99098,-87.29055,AL
Camp Hill,32.80041,-85.65357,AL
Carbon Hill,33.89177,-87.52612,AL
Carrollton,33.26169,-88.09503,AL
Castleberry,31.29906,-87.02247,AL
Cedar Bluff,34.22009,-85.60774,AL
Center Point,33.64566,-86.6836,AL
Centre,34.15204,-85.67885,AL
Centreville,32.9462,-87.11669,AL
Chalkville,33.65316,-86.64777,AL
Chatom,31.46517,-88.25446,AL
Chelsea,33.34011,-86.63026,AL
Cherokee,34.75703,-87.97281,AL
Chickasaw,30.7638,-88.07472,AL
Childersburg,33.27817,-86.35498,AL
Choccolocco,33.65927,-85.70357,AL
Citronelle,31.09073,-88.22806,AL
Clanton,32.83874,-86.62943,AL
Susan Moore,34.08371,-86.42832,AL
Clay,33.7026,-86.59971,AL
Clayhatchee,31.23573,-85.72271,AL
Clayton,31.87822,-85.44966,AL
Cleveland,33.99093,-86.57749,AL
Clio,31.70878,-85.6105,AL
Coaling,33.15901,-87.34083,AL
Coker,33.24595,-87.68779,AL
Collinsville,34.26398,-85.86053,AL
Columbia,31.29271,-85.11267,AL
Columbiana,33.17817,-86.60721,AL
Concord,33.46761,-87.03111,AL
Coosada,32.49791,-86.33136,AL
Cordova,33.75983,-87.18333,AL
Cottonwood,31.04879,-85.30493,AL
Courtland,34.66898,-87.30946,AL
Cowarts,31.20018,-85.30465,AL
Creola,30.89185,-88.03972,AL
Crossville,34.28759,-85.99414,AL
Cullman,34.17482,-86.84361,AL
Dadeville,32.83124,-85.76357,AL
Daleville,31.31017,-85.71299,AL
Danville,34.41454,-87.08751,AL
Daphne,30.60353,-87.9036,AL
Dauphin Island,30.25548,-88.10972,AL
Deatsville,32.60819,-86.39581,AL
Decatur,34.60593,-86.98334,AL
Demopolis,32.51764,-87.8364,AL
Dodge City,34.04066,-86.88583,AL
Dora,33.72872,-87.09028,AL
Dothan,31.22323,-85.39049,AL
Double Springs,34.14637,-87.40247,AL
Douglas,34.17371,-86.32359,AL
Dunnavant,33.49344,-86.54415,AL
East Brewton,31.09323,-87.06275,AL
East Florence,34.80953,-87.64947,AL
Eclectic,32.63541,-86.03441,AL
Edgewater,33.52677,-86.95777,AL
Egypt,34.07371,-86.15581,AL
Elberta,30.41436,-87.59776,AL
Enterprise,31.31517,-85.85522,AL
Eufaula,31.89127,-85.14549,AL
Eutaw,32.84059,-87.88762,AL
Eva,34.33232,-86.75889,AL
Evergreen,31.4335,-86.95692,AL
Excel,31.42794,-87.34137,AL
Fairfield,33.48594,-86.91194,AL
Fairhope,30.52297,-87.90333,AL
Falkville,34.36843,-86.90862,AL
Fayette,33.68455,-87.83085,AL
Fayetteville,33.14567,-86.40581,AL
Flint City,34.52315,-86.97029,AL
Florala,31.00518,-86.328,AL
Florence,34.79981,-87.67725,AL
Flomaton,31.00018,-87.26081,AL
Foley,30.40659,-87.6836,AL
Forestdale,33.57011,-86.89638,AL
Forkland,32.64819,-87.88335,AL
Fort Deposit,31.98459,-86.57859,AL
Fort Payne,34.44425,-85.71969,AL
Frisco City,31.4335,-87.40138,AL
Fultondale,33.60483,-86.79388,AL
Fyffe,34.44676,-85.90414,AL
Gadsden,34.01434,-86.00639,AL
Gallant,33.99871,-86.24526,AL
Gardendale,33.6601,-86.81277,AL
Geneva,31.03296,-85.86382,AL
Georgiana,31.6371,-86.74192,AL
Geraldine,34.35148,-86.00081,AL
Glencoe,33.95704,-85.93247,AL
Good Hope,34.11593,-86.86361,AL
Goodwater,33.06567,-86.0533,AL
Gordo,33.32012,-87.9028,AL
Grand Bay,30.47631,-88.34223,AL
Grant,34.5287,-86.25332,AL
Grayson Valley,33.64816,-86.63943,AL
Graysville,33.62066,-86.97138,AL
Greensboro,32.70415,-87.5955,AL
Greenville,31.8296,-86.61775,AL
Grimes,31.30462,-85.44799,AL
Grove Hill,31.70877,-87.77722,AL
Guin,33.96566,-87.91475,AL
Gulf Shores,30.24604,-87.70082,AL
Guntersville,34.35823,-86.29446,AL
Gurley,33.77649,-86.63777,AL
Gurley,34.70176,-86.37582,AL
Hackleburg,34.27732,-87.82864,AL
Haleyville,34.22649,-87.62141,AL
Hamilton,34.14232,-87.98864,AL
Hanceville,34.06065,-86.7675,AL
Harpersville,33.344,-86.43804,AL
Hartford,31.1024,-85.69688,AL
Hartselle,34.44343,-86.93528,AL
Harvest,34.85564,-86.75083,AL
Hayden,33.8926,-86.75777,AL
Hayneville,32.18403,-86.58025,AL
Hazel Green,34.93231,-86.57194,AL
Headland,31.35128,-85.34216,AL
Heflin,33.64899,-85.58746,AL
Helena,33.29622,-86.8436,AL
Henagar,34.63508,-85.76719,AL
Hillsboro,34.63926,-87.19168,AL
Hissop,32.89235,-86.1533,AL
Hobson City,33.62149,-85.84413,AL
Hokes Bluff,33.99815,-85.86636,AL
Hollins,33.11762,-86.14442,AL
Hollis Crossroads,33.52372,-85.63718,AL
Holly Pond,34.17426,-86.61638,AL
Hollywood,34.72425,-85.97248,AL
Hollywood,33.47288,-86.78304,AL
Holt,33.23401,-87.48445,AL
Holtville,32.63624,-86.32664,AL
Homewood,33.47177,-86.80082,AL
Hoover,33.40539,-86.81138,AL
Horton,34.20093,-86.29692,AL
Hueytown,33.45122,-86.99666,AL
Huguley,32.83457,-85.22966,AL
Huntsville,34.7304,-86.58594,AL
Hurtsboro,32.24181,-85.41633,AL
Ider,34.71425,-85.6808,AL
Indian Springs Village,33.35539,-86.75443,AL
Inverness,32.01488,-85.74606,AL
Irondale,33.53816,-86.70721,AL
Ivalee,34.03454,-86.14525,AL
Jackson,31.50905,-87.89444,AL
Jacksons Gap,32.88624,-85.81163,AL
Jacksonville,33.81382,-85.7613,AL
Jasper,33.83122,-87.27751,AL
Jemison,32.95985,-86.74665,AL
Joppa,34.29787,-86.5561,AL
Joquin,31.78654,-86.16412,AL
Killen,34.86286,-87.53753,AL
Kimberly,33.77344,-86.81388,AL
Kinsey,31.29906,-85.34438,AL
Kinston,31.216,-86.17106,AL
Ladonia,32.4682,-85.0791,AL
Lafayette,32.89985,-85.40106,AL
Lake Purdy,33.43011,-86.68054,AL
Lake View,33.28067,-87.1375,AL
Lanett,32.86874,-85.1905,AL
Leeds,33.54816,-86.54443,AL
Leesburg,34.17982,-85.76136,AL
Leighton,34.70092,-87.52892,AL
Leroy,31.50461,-87.98472,AL
Level Plains,31.29962,-85.77799,AL
Lexington,34.96925,-87.37113,AL
Linden,32.30625,-87.79807,AL
Lincoln,33.61316,-86.11831,AL
Lineville,33.31067,-85.75441,AL
Lisman,32.16876,-88.28253,AL
Lipscomb,33.42566,-86.92666,AL
Littleville,34.59065,-87.67697,AL
Littleville,34.25149,-87.57502,AL
Livingston,32.5843,-88.18725,AL
Lockhart,31.01046,-86.34967,AL
Locust Fork,33.9076,-86.61527,AL
Loxley,30.61825,-87.75305,AL
Luverne,31.71655,-86.26385,AL
Lynn,34.04705,-87.54974,AL
Madison,34.69926,-86.74833,AL
Magnolia Springs,30.39964,-87.7761,AL
Malvern,31.13934,-85.5191,AL
Maplesville,32.78897,-86.87353,AL
Marbury,32.70124,-86.47109,AL
Margaret,33.68621,-86.47498,AL
Marion,32.63235,-87.31917,AL
Matthews,32.26542,-86.00385,AL
McDonald Chapel,33.52177,-86.9336,AL
McKenzie,31.54238,-86.71497,AL
Meadowbrook,33.40205,-86.69665,AL
Meridianville,34.85148,-86.57222,AL
Midfield,33.4615,-86.90888,AL
Midland City,31.31906,-85.49382,AL
Mignon,33.18345,-86.26109,AL
Millbrook,32.47986,-86.36192,AL
Millport,33.56345,-88.08142,AL
Millry,31.63405,-88.31335,AL
Minor,33.53733,-86.94055,AL
Mobile,30.69436,-88.04305,AL
Monroeville,31.52794,-87.32471,AL
Montevallo,33.10067,-86.86416,AL
Montgomery,32.36681,-86.29997,AL
Moody,33.59094,-86.49082,AL
Moores Mill,34.84398,-86.51832,AL
Morris,33.74816,-86.8086,AL
Mosses,32.17459,-86.67192,AL
Moulton,34.48121,-87.29335,AL
Moundville,32.99762,-87.63001,AL
Mount Olive,33.67094,-86.8561,AL
Mount Vernon,34.29259,-85.78775,AL
Mount Vernon,31.08518,-88.01333,AL
Mountain Brook,33.50094,-86.75221,AL
Mulga,33.54983,-86.97416,AL
Munford,33.52983,-85.9508,AL
Muscle Shoals,34.74481,-87.66753,AL
New Brockton,31.38572,-85.92939,AL
New Hope,34.53712,-86.39426,AL
New Market,34.91003,-86.42779,AL
New Site,33.03734,-85.77413,AL
Newton,31.33517,-85.60521,AL
Newville,31.42184,-85.33771,AL
North Bibb,33.20401,-87.15305,AL
North Courtland,34.67231,-87.32974,AL
Northport,33.22901,-87.57723,AL
Notasulga,32.56069,-85.67245,AL
Oak Grove,33.19178,-86.29942,AL
Oakman,33.71344,-87.38862,AL
Odenville,33.67732,-86.39665,AL
Ohatchee,33.78343,-86.00247,AL
Opelika,32.64541,-85.37828,AL
Oneonta,33.94815,-86.47276,AL
Opp,31.28267,-86.25551,AL
Orange Beach,30.29437,-87.57359,AL
Our Town,32.82818,-85.96191,AL
Owens Cross Roads,34.58815,-86.45888,AL
Oxford,33.61427,-85.83496,AL
Ozark,31.45906,-85.64049,AL
Parrish,33.73066,-87.28445,AL
Pelham,33.28567,-86.80999,AL
Pell City,33.58621,-86.28609,AL
Perdido Beach,30.34076,-87.50498,AL
Phenix City,32.47098,-85.00077,AL
Phil Campbell,34.35093,-87.70642,AL
Pickensville,33.22734,-88.26642,AL
Piedmont,33.92455,-85.61135,AL
Pike Road,32.28431,-86.10302,AL
Pinckard,31.31156,-85.55299,AL
Pine Hill,31.97959,-87.58806,AL
Pine Level,32.58374,-86.46553,AL
Pinson,33.68899,-86.68332,AL
Pisgah,34.68092,-85.84775,AL
Pisgah,31.99682,-86.11829,AL
Pleasant Grove,33.49094,-86.97027,AL
Point Clear,30.47408,-87.91916,AL
Powell,34.53183,-85.89455,AL
Prattville,32.46402,-86.4597,AL
Priceville,34.52509,-86.89473,AL
Prichard,30.7388,-88.07889,AL
Ragland,33.74454,-86.15581,AL
Rainbow City,33.95482,-86.04192,AL
Rainsville,34.49425,-85.84775,AL
Red Bay,34.43982,-88.14087,AL
Reece City,34.07232,-86.03331,AL
Reeltown,32.60374,-85.80524,AL
Reform,33.37845,-88.0153,AL
Rehobeth,31.12296,-85.45271,AL
Riverside,33.60621,-86.20442,AL
River Falls,31.35327,-86.54102,AL
Roanoke,33.15123,-85.37217,AL
Robertsdale,30.5538,-87.71193,AL
Rock Creek,33.47705,-87.08027,AL
Rock Mills,33.15984,-85.28745,AL
Rockford,32.88957,-86.21969,AL
Rogersville,34.82578,-87.29676,AL
Russellville,34.50787,-87.72864,AL
Saks,33.69871,-85.83969,AL
Samson,31.11295,-86.04605,AL
Sand Rock,34.24287,-85.76858,AL
Saraland,30.82074,-88.07056,AL
Sardis City,34.17426,-86.12275,AL
Satsuma,30.85324,-88.05611,AL
Scottsboro,34.67231,-86.03415,AL
Section,34.57897,-85.98664,AL
Selma,32.40736,-87.0211,AL
Semmes,30.77824,-88.25917,AL
Sheffield,34.76509,-87.69864,AL
Shelby,33.1104,-86.58415,AL
Silverhill,30.54547,-87.75166,AL
Skyline,34.81397,-86.11526,AL
Slocomb,31.10823,-85.59438,AL
Smiths Station,32.54014,-85.09855,AL
Smoke Rise,33.89177,-86.82027,AL
Snead,34.11954,-86.39554,AL
Somerville,34.47338,-86.7987,AL
South Vinemont,34.23899,-86.86445,AL
Southside,33.92454,-86.02247,AL
Spanish Fort,30.67491,-87.91527,AL
Springville,33.77505,-86.47191,AL
Steele,33.93982,-86.20164,AL
Sterrett,33.44872,-86.47998,AL
Stevenson,34.86869,-85.83942,AL
Stewartville,33.07929,-86.24442,AL
Sulligent,33.90177,-88.13448,AL
Sumiton,33.75566,-87.05,AL
Summerdale,30.4877,-87.69971,AL
Sylacauga,33.17317,-86.25164,AL
Sylvan Springs,33.51566,-87.01499,AL
Sylvania,34.56231,-85.81247,AL
Talladega,33.43594,-86.1058,AL
Tallassee,32.53597,-85.89329,AL
Tarrant,33.58344,-86.77277,AL
Taylor,31.1649,-85.46827,AL
Taylor,31.97543,-86.2333,AL
Theodore,30.54769,-88.17528,AL
Thomasville,31.91349,-87.73584,AL
Thorsby,32.91568,-86.71582,AL
Tillmans Corner,30.59019,-88.17084,AL
Town Creek,34.6812,-87.40613,AL
Trafford,33.81816,-86.74277,AL
Triana,34.5862,-86.73333,AL
Trinity,34.60676,-87.08835,AL
Troy,31.80877,-85.96995,AL
Trussville,33.61983,-86.60888,AL
Tuscaloosa,33.20984,-87.56917,AL
Tuscumbia,34.7312,-87.70253,AL
Tuskegee,32.42415,-85.69096,AL
Union Springs,32.14432,-85.71495,AL
Uniontown,32.44958,-87.51417,AL
Valley,32.81874,-85.17939,AL
Valley Grande,32.50902,-86.98749,AL
Valley Head,34.56897,-85.61497,AL
Vandiver,33.47066,-86.51332,AL
Vance,33.17428,-87.23361,AL
Vernon,33.75705,-88.10892,AL
Vestavia Hills,33.44872,-86.78777,AL
Vincent,33.38455,-86.41192,AL
Wadley,33.12289,-85.56968,AL
Walnut Grove,34.06565,-86.30637,AL
Warrior,33.81427,-86.80944,AL
Weaver,33.75205,-85.81135,AL
Webb,31.26045,-85.27327,AL
Wedowee,33.309,-85.48467,AL
West Blocton,33.11817,-87.125,AL
West Point,34.23871,-86.95917,AL
Westover,33.34955,-86.53582,AL
Wetumpka,32.54374,-86.21191,AL
White Hall,32.32708,-86.71192,AL
White Plains,33.74732,-85.68913,AL
Whitesboro,34.16343,-86.06942,AL
Wilmer,30.82324,-88.3614,AL
Wilsonville,33.23428,-86.48359,AL
Winfield,33.92899,-87.81725,AL
Woodstock,33.20678,-87.15,AL
Woodville,34.62787,-86.27443,AL
York,32.48625,-88.29642,AL
Ariton,31.60017,-85.71883,AL
Elba,31.41461,-86.06772,AL
Elmore,32.53874,-86.31497,AL
Abbeville,31.57184,-85.25049,AL
Adamsville,33.60094,-86.95611,AL
Addison,34.20232,-87.1814,AL
Alabaster,33.24428,-86.81638,AL
Albertville,34.26783,-86.20878,AL
Alexander City,32.94401,-85.95385,AL
Alexandria,33.77399,-85.88552,AL
Aliceville,33.12957,-88.15142,AL
Allgood,33.91204,-86.50943,AL
Altoona,34.02621,-86.32609,AL
Andalusia,31.30808,-86.48243,AL
Anniston,33.65983,-85.83163,AL
Arab,34.31815,-86.49582,AL
Argo,33.68778,-86.50051,AL
Athens,34.80243,-86.97219,AL
Ashford,31.18296,-85.23632,AL
Ashland,33.27373,-85.83607,AL
Ashville,33.83704,-86.25442,AL
Atmore,31.02379,-87.49387,AL
Attalla,34.02176,-86.08859,AL
Auburn,32.60986,-85.48078,AL
Autaugaville,32.43402,-86.6547,AL
Axis,30.92991,-88.02722,AL
Avon,31.18934,-85.28604,AL
Babbie,31.27961,-86.32551,AL
Baileyton,34.26232,-86.61277,AL
Ballplay,34.05871,-85.80802,AL
Fort Rucker,31.34282,-85.71538,AL
Selmont-West Selmont,32.37843,-87.0074,AL
Underwood-Petersville,34.87695,-87.69717,AL
West End-Cobb Town,33.6525,-85.8742,AL
Redstone Arsenal,34.68387,-86.64764,AL
Carlisle-Rockledge,34.11445,-86.12407,AL
Emerald Mountain,32.44793,-86.09429,AL
Highland Lakes,33.39838,-86.6513,AL
Dixiana,33.74021,-86.64938,AL
Shoal Creek,33.43076,-86.61092,AL
Washington Street Courthouse Annex,34.80264,-86.97298,AL
East Camden,33.60789,-92.74016,AR
Guy,35.32536,-92.33432,AR
Alexander,34.62954,-92.44127,AR
Alma,35.47787,-94.22188,AR
Altheimer,34.31926,-91.84736,AR
Altus,35.4462,-93.76242,AR
Amity,34.26482,-93.46102,AR
Arkadelphia,34.12093,-93.05378,AR
Arkansas City,33.60872,-91.20678,AR
Ash Flat,36.22396,-91.60848,AR
Ashdown,33.67429,-94.13131,AR
Atkins,35.24647,-92.93656,AR
Augusta,35.28231,-91.36541,AR
Austin,34.99842,-91.98376,AR
Avoca,36.40202,-94.07076,AR
Avilla,34.68259,-92.58516,AR
Bald Knob,35.30981,-91.56791,AR
Barling,35.32565,-94.3016,AR
Batesville,35.7698,-91.64097,AR
Bay,35.7423,-90.56233,AR
Bearden,33.72455,-92.61571,AR
Beebe,35.07064,-91.87959,AR
Bella Vista,36.4807,-94.27134,AR
Benton,34.56454,-92.58683,AR
Bentonville,36.37285,-94.20882,AR
Berryville,36.36479,-93.56797,AR
Bethel Heights,36.21424,-94.12937,AR
Black Rock,36.1084,-91.09735,AR
Blytheville,35.9273,-89.91898,AR
Bonanza,35.23926,-94.42605,AR
Bono,35.90868,-90.80262,AR
Booneville,35.14009,-93.92159,AR
Bradford,35.42314,-91.45596,AR
Bradley,33.09819,-93.6549,AR
Brinkley,34.88787,-91.19457,AR
Brookland,35.90007,-90.58205,AR
Bryant,34.59593,-92.48905,AR
Bull Shoals,36.38396,-92.58155,AR
Cabot,34.97453,-92.01653,AR
Caddo Valley,34.18204,-93.07101,AR
Calico Rock,36.11951,-92.13599,AR
Camden,33.58456,-92.83433,AR
Cammack Village,34.77815,-92.34904,AR
Caraway,35.75813,-90.32232,AR
Carlisle,34.78315,-91.74652,AR
Cave City,35.94174,-91.54847,AR
Cave Springs,36.26341,-94.23187,AR
Cedarville,35.56981,-94.36688,AR
Centerton,36.3598,-94.28521,AR
Charleston,35.29704,-94.03632,AR
Cherokee Village,36.29784,-91.51597,AR
Cherry Valley,35.40203,-90.75317,AR
Clarendon,34.69315,-91.31374,AR
Clarksville,35.47147,-93.46657,AR
Clinton,35.59147,-92.46044,AR
Coal Hill,35.43731,-93.67297,AR
College City,36.12535,-90.93929,AR
College Station,34.70815,-92.22126,AR
Conway,35.0887,-92.4421,AR
Corning,36.40784,-90.57983,AR
Cotter,36.27118,-92.53544,AR
Cotton Plant,35.00815,-91.25124,AR
Crossett,33.12818,-91.96124,AR
Danville,35.05398,-93.39352,AR
Dardanelle,35.22314,-93.15795,AR
De Queen,34.03789,-94.34132,AR
De Valls Bluff,34.78482,-91.45846,AR
De Witt,34.29288,-91.3379,AR
Decatur,36.33591,-94.46077,AR
Dennard,35.75674,-92.52461,AR
Dermott,33.52539,-91.43595,AR
Des Arc,34.97704,-91.49513,AR
Diamond City,36.46451,-92.92017,AR
Diaz,35.63841,-91.26513,AR
Dierks,34.11928,-94.01658,AR
Dover,35.40147,-93.11434,AR
Dumas,33.88705,-91.49179,AR
Dyer,35.49231,-94.13771,AR
Earle,35.27509,-90.46677,AR
East End,34.55065,-92.34099,AR
El Dorado,33.20763,-92.66627,AR
Elaine,34.30844,-90.85205,AR
Elkins,36.00147,-94.00825,AR
Elm Springs,36.20619,-94.23437,AR
England,34.54426,-91.96903,AR
Eudora,33.10957,-91.26206,AR
Eureka Springs,36.40118,-93.73797,AR
Fairfield Bay,35.59424,-92.27793,AR
Farmington,36.04202,-94.24715,AR
Fayetteville,36.06258,-94.15743,AR
Flippin,36.27896,-92.59711,AR
Foreman,33.72178,-94.39687,AR
Fordyce,33.81372,-92.41293,AR
Forrest City,35.00815,-90.78983,AR
Fort Smith,35.38592,-94.39855,AR
Fouke,33.26124,-93.88546,AR
Fountain Lake,34.57287,-92.98768,AR
Garfield,36.44841,-93.97409,AR
Gassville,36.28312,-92.49405,AR
Gentry,36.26758,-94.48466,AR
Gibson,34.88426,-92.2357,AR
Gillett,34.11732,-91.37651,AR
Glenwood,34.32677,-93.55074,AR
Gosnell,35.95979,-89.97203,AR
Goshen,36.10119,-93.99131,AR
Gould,33.9851,-91.56096,AR
Grannis,34.24067,-94.33493,AR
Gravel Ridge,34.86842,-92.1907,AR
Gravette,36.42202,-94.45355,AR
Green Forest,36.33535,-93.43602,AR
Greenbrier,35.23397,-92.38765,AR
Greenland,35.99425,-94.1752,AR
Greenwood,35.21565,-94.25577,AR
Greers Ferry,35.57702,-92.17737,AR
Gurdon,33.92094,-93.15406,AR
Hackett,35.19037,-94.41105,AR
Hamburg,33.22818,-91.79763,AR
Hampton,33.53789,-92.46988,AR
Hardy,36.3159,-91.48264,AR
Harrisburg,35.56425,-90.71678,AR
Harrison,36.22979,-93.10768,AR
Hartford,35.02288,-94.38133,AR
Hartman,35.43258,-93.61547,AR
Haskell,34.50148,-92.63655,AR
Hazen,34.78093,-91.58097,AR
Heber Springs,35.49147,-92.03126,AR
Helena,34.52955,-90.59177,AR
Hermitage,33.4465,-92.17403,AR
Higginson,35.19481,-91.71264,AR
Highland,36.2759,-91.52403,AR
Highfill,36.26147,-94.35771,AR
Holiday Island,36.48535,-93.73214,AR
Holland,35.17147,-92.27376,AR
Holly Grove,34.59593,-91.19984,AR
Hope,33.66706,-93.59157,AR
Horatio,33.93845,-94.35715,AR
Horseshoe Bend,36.22923,-91.76431,AR
Hot Springs,34.5037,-93.05518,AR
Hot Springs Village,34.67204,-92.99879,AR
Hoxie,36.05035,-90.97512,AR
Hughes,34.94926,-90.47149,AR
Humphrey,34.42204,-91.70624,AR
Huntington,35.08232,-94.26327,AR
Huntsville,36.08619,-93.7413,AR
Huttig,33.03957,-92.18264,AR
Imboden,36.20257,-91.17457,AR
Jacksonville,34.8662,-92.11015,AR
Jasper,36.00813,-93.18657,AR
Johnson,36.13286,-94.16548,AR
Joiner,35.50786,-90.14704,AR
Jonesboro,35.8423,-90.70428,AR
Judsonia,35.27009,-91.63986,AR
Junction City,33.01625,-92.72432,AR
Keiser,35.67452,-90.09981,AR
Kensett,35.23175,-91.66764,AR
Kibler,35.43037,-94.2316,AR
Kirby,34.25038,-93.6413,AR
Knoxville,35.38203,-93.36435,AR
Lake City,35.81619,-90.43427,AR
Lake Hamilton,34.42453,-93.09518,AR
Lake Village,33.32873,-91.28178,AR
Lakeview,36.36868,-92.54544,AR
Lamar,35.44064,-93.38796,AR
